,id,down_time,up_time,action_time,event_id,cursor_position,word_count,total_duration,Input,"Move From [0, 158] To [234, 392]","Move From [0, 1] To [590, 591]","Move From [0, 75] To [1, 76]","Move From [1041, 1121] To [1496, 1576]","Move From [1061, 1126] To [1306, 1371]","Move From [114, 140] To [272, 298]","Move From [1144, 1147] To [1142, 1145]","Move From [13, 65] To [9, 61]","Move From [1306, 1371] To [1061, 1126]","Move From [134, 169] To [122, 157]","Move From [1361, 1362] To [1358, 1359]","Move From [1386, 1450] To [1445, 1509]","Move From [140, 272] To [299, 431]","Move From [1455, 1557] To [1323, 1425]","Move From [164, 165] To [153, 154]","Move From [1651, 1769] To [1565, 1683]","Move From [1766, 1968] To [1861, 2063]","Move From [186, 187] To [184, 185]","Move From [1861, 2063] To [1766, 1968]","Move From [2091, 2179] To [252, 340]","Move From [213, 302] To [902, 991]","Move From [218, 220] To [206, 208]","Move From [2268, 2275] To [2247, 2254]","Move From [274, 314] To [299, 339]","Move From [284, 292] To [282, 290]","Move From [287, 289] To [285, 287]","Move From [289, 355] To [562, 628]","Move From [382, 437] To [458, 513]","Move From [408, 414] To [390, 396]","Move From [442, 524] To [296, 378]","Move From [460, 461] To [465, 466]","Move From [460, 465] To [925, 930]","Move From [51, 86] To [109, 144]","Move From [565, 743] To [669, 847]","Move From [61, 136] To [0, 75]","Move From [623, 632] To [624, 633]","Move From [624, 625] To [845, 846]","Move From [669, 847] To [565, 743]","Move From [747, 960] To [1041, 1254]","Move From [75, 134] To [304, 363]","Move From [810, 906] To [816, 912]","Move From [905, 1314] To [907, 1316]","Move From [923, 1077] To [340, 494]","Move From [944, 1102] To [1050, 1208]","Move From [999, 1000] To [1000, 1001]",Nonproduction,Paste,Remove/Cut,Replace,down_event,up_event,text_change
1291,873e7f98,1033132840,1033269118,92.07972972972973,1480,1272,222,136278,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,72,0,253,253,1423
1292,874464a1,5409881487,5410692642,112.30167520420878,7223,4730,828,811155,5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,1136,3,1026,1026,7031
1293,874e6c1a,3166422322,3166725153,104.85837950138504,2888,1541,266,302831,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,688,0,385,385,2656
1294,875aceae,1081995272,1082209239,93.47619047619048,2289,1948,310,213967,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,175,0,332,332,2237
1295,87766dff,1156083170,1156278025,86.29539415411868,2258,1227,208,194855,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,155,2,246,246,1561
1296,877780f2,2366656917,2367007220,121.54857737682165,2882,1290,203,350303,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,774,1,279,279,2799
1297,87e2154e,3127157384,3127427308,95.61601133545874,2823,1943,270,269924,2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,230,16,299,299,2517
1298,881c395d,1192940492,1193102342,89.12444933920705,1816,1271,214,161850,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,201,0,369,369,1697
1299,888feeaa,1396603787,1396834789,100.30481980026053,2303,1676,291,231002,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,259,1,327,327,2243
1300,88a4f82a,1918298920,1918500602,132.86034255599472,1518,1314,213,201682,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,75,0,269,269,1464
1301,88b4e5ea,2682535513,2682909666,102.17176406335336,3662,1745,298,374153,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,666,2,502,502,3577
1302,88c152c8,3643377912,3643651766,76.19755147468003,3594,2352,396,273854,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,445,4,534,534,3510
1303,88e4475d,629873462,630029699,102.4504918032787,1525,1218,220,156237,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,119,0,238,238,1456
1304,8908c597,983003775,983317933,136.76882890727035,2297,1770,309,314158,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,203,0,340,340,2183
1305,89190107,2552028414,2552311122,94.2045984671776,3001,1342,218,282708,2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,742,0,334,334,2826
1306,89353044,4216343095,4216741174,85.81138176331106,4639,2844,537,398079,3673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,804,2,698,698,4479
1307,896e987e,1868958673,1869136999,98.08910891089108,1818,1640,233,178326,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,47,0,341,341,1736
1308,897b3f73,1067076150,1067278502,120.5911799761621,1678,1292,212,202352,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,196,1,383,383,1609
1309,898d3ee7,5563859759,5564642393,116.35950044603032,6726,5732,1055,782634,6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,322,2,1152,1152,6392
1310,899852bc,4466113977,4466560964,101.15116542204119,4419,2056,361,446987,3183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,977,6,553,553,4166
1311,89a23b9b,6038093697,6038982642,117.741059602649,7550,3307,639,888945,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,1083,1,1188,1188,7389
1312,89dba3b6,582084663,582273125,152.23101777059773,1238,1065,202,188462,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,80,0,228,228,1225
1313,89e03572,2090193985,2090436557,76.01754935756816,3191,1325,222,242572,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,0,233,1,276,276,1796
1314,8a021954,3921786688,3922376010,135.35186035829122,4354,2526,451,589322,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,997,0,571,571,4337
1315,8a1aeb3a,1268754861,1269005544,107.35888650963598,2335,1521,268,250683,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,344,0,350,350,2229
1316,8a59c454,5077301886,5077868950,88.32772585669782,6420,2565,433,567064,4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,1809,3,760,760,6253
1317,8a8c1ea2,2237837487,2238173000,103.84184463014546,3231,2070,451,335513,2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,271,5,492,492,3133
1318,8a9500e8,1295631001,1295940488,138.7212012550426,2231,1183,213,309487,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,328,1,271,271,1840
1319,8ac53c4e,1696060181,1696175289,79.0576923076923,1456,1284,208,115108,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,29,1,265,265,1414
1320,8ac62347,1230833921,1231114835,79.82779198635976,3519,2324,406,280914,2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,298,5,511,511,3259
1321,8adb949f,1217208049,1217407999,128.83376288659792,1552,1078,221,199950,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,170,0,143,0,251,251,1382
1322,8aec3af2,2632212462,2632462415,66.54765708200213,3756,2501,444,249953,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,551,1,549,549,3637
1323,8b49c436,2337846938,2338093627,91.40014820303816,2699,1363,216,246689,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,537,1,306,306,2422
1324,8b59f324,4251029012,4251553803,82.25564263322885,6380,2821,521,524791,3764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882,0,732,2,654,654,4498
1325,8b5a06a2,2858383276,2858840824,104.96627666896077,4359,1794,289,457548,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,485,5,414,414,2907
1326,8b74c1d4,2008456761,2008656058,83.80866274179984,2378,1187,200,199297,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,325,0,275,275,1991
1327,8b880106,2819354799,2819652217,78.68201058201058,3780,1666,294,297418,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,937,0,469,469,3601
1328,8b8f360d,3471295089,3471712424,118.66221211259597,3517,2361,458,417335,2827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,614,0,465,465,3441
1329,8bcbe7d7,1725878503,1726222790,96.68267340634654,3561,2731,498,344287,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,301,0,543,543,3333
1330,8bcd94be,2432153874,2432333854,58.62540716612378,3070,2002,347,179980,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,388,0,441,441,2957
1331,8bd44fe3,3430782323,3431321933,123.79215416379904,4359,2005,340,539610,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1080,0,518,518,4170
1332,8c58e2db,1292225037,1292418487,119.26633785450062,1622,1332,213,193450,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,130,0,240,240,1592
1333,8c5963fb,3393458460,3393626300,46.830357142857146,3584,1545,298,167840,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,840,0,384,384,3129
1334,8c5ed7da,1857151051,1857333430,82.48710990502035,2211,1635,283,182379,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,251,0,320,320,2139
1335,8c8d7083,1394080747,1394463251,107.59606188466948,3555,2578,437,382504,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,433,0,562,562,3442
1336,8c8dfd2f,3390898950,3391200472,60.583082178018884,4977,2266,379,301522,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2088,0,312,0,441,441,2889
1337,8ce43664,2667672598,2668050602,136.5621387283237,2768,1407,230,378004,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,619,0,345,345,2641
1338,8cf555a8,3255865988,3256364842,122.7797194191484,4063,2339,405,498854,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,813,0,536,536,3965
1339,8cfa9f8a,3186756339,3187095736,99.88140082401412,3398,3027,506,339397,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,146,0,533,533,3319
1340,8cfca527,2444728474,2445063860,94.34205344585091,3555,2936,479,335386,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,249,4,512,512,3459
1341,8d1268dc,2972634520,2972988665,97.31931849409179,3639,2298,411,354145,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,341,1,479,479,3076
1342,8d14d8fa,685871670,686043031,85.08490566037736,2014,1605,290,171361,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,165,0,321,321,1935
1343,8d3b6795,1925810382,1926136046,101.45295950155763,3210,2794,463,325664,2998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,73,5,506,506,3076
1344,8d903f39,2706724325,2707045980,66.37536112257531,4846,3620,631,321655,4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,306,9,737,737,4390
1345,8daafc96,1819087689,1819363790,101.32146788990826,2725,1740,302,276101,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,372,3,408,408,2641
1346,8db72601,6556716935,6557321612,76.17498110355253,7938,3995,701,604677,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,0,692,0,831,831,5290
1347,8dffc9eb,818627360,818784176,83.90369181380417,1869,1321,229,156816,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,98,15,261,261,1632
1348,8e3e91d8,1536419004,1536704438,115.00161160354553,2482,1936,362,285434,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,147,3,412,412,2425
1349,8e4e584c,1403314291,1403487592,76.64794338788147,2261,1536,260,173301,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,132,0,292,292,1798
1350,8e5a0aed,2309129606,2309460376,99.27070828331333,3332,2356,417,330770,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,313,1,473,473,2992
1351,8e7ddf0f,2182779616,2183054104,98.41807099318753,2789,1933,339,274488,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,395,0,397,397,2717
1352,8e884143,2176010703,2176332028,90.5395886165117,3549,2237,413,321325,2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,504,0,513,513,3433
1353,8eafea92,1718686267,1719082713,106.02995453329767,3739,2226,377,396446,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,627,1,476,476,3562
1354,8ec38d5b,5647507580,5647918549,70.25111111111111,5850,2188,384,410969,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,1586,0,685,685,5360
1355,8ee8c46c,773596057,773670275,110.44345238095238,672,413,73,74218,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,50,2,103,103,583
1356,8eec804b,4712420392,4713144257,141.7675283979632,5106,3133,585,723865,4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,638,5,739,739,4808
1357,8ef881b4,1569520261,1569682050,75.18076208178438,2152,1794,287,161789,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,121,7,306,306,2062
1358,8efb813b,3696818874,3697369091,115.08408282786029,4781,4150,726,550217,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,251,0,790,790,4663
1359,8efca562,3700853121,3701014595,79.19274153997057,2039,1593,282,161474,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,81,0,303,303,1755
1360,8f05fb9e,977509718,977735649,112.85264735264735,2002,1502,289,225931,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,203,0,321,321,1908
1361,8f126cea,2262172618,2262458547,99.52279846849983,2873,2404,424,285929,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,202,0,469,469,2808
1362,8f157bd6,1449344580,1449554131,121.69047619047619,1722,1164,200,209551,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,134,0,207,207,1432
1363,8f72687a,1747814249,1747984224,102.1484375,1664,1459,262,169975,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,69,0,320,320,1597
1364,8f92a24d,3385144536,3385715214,109.7668782458165,5199,2907,497,570678,3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,418,3,574,574,3832
1365,8f9c0813,2752625436,2752878034,92.0882245716369,2743,1585,279,252598,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,546,0,373,373,2677
1366,8fbd833d,1252017597,1252238168,91.71351351351352,2405,1437,262,220571,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,395,0,318,318,2252
1367,8fbd8fb3,2137796400,2138050783,105.16039685820587,2419,1840,313,254383,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,133,0,331,331,2116
1368,8fcb57ae,3225421540,3225923059,108.10929079543006,4639,2899,522,501519,3877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,557,9,700,700,4443
1369,8fdc8601,1263978769,1264226816,99.85789049919485,2484,1324,239,248047,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,409,3,349,349,2394
1370,8feba1fd,2826966601,2827224065,69.322563274098,3714,1762,304,257464,2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,882,1,472,472,3534
1371,8ff8bf8a,1352683047,1352862525,83.90743338008416,2139,1423,222,179478,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,207,1,250,250,1845
1372,8fffe644,1597728929,1598114162,151.24970553592462,2547,1453,268,385233,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,483,0,347,347,2499
1373,9022e4d4,2510694559,2511027458,96.15800115540151,3462,1401,242,332899,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,296,0,489,489,3229
1374,90269dde,2995289300,2995734454,95.64976364417706,4654,2902,539,445154,3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1,735,2,693,693,4442
1375,90295028,3451437472,3451982373,119.73214678092727,4551,3402,567,544901,3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,386,5,685,685,4374
1376,9034ff83,3875320363,3875899987,107.9575339914323,5369,3651,590,579624,4422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,776,0,624,624,5201
1377,9048481a,1376226249,1376426798,90.82835144927536,2208,1151,200,200549,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,110,0,221,221,1371
1378,9059cc2e,2014185157,2014521547,113.99186716367333,2951,1898,296,336390,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,402,0,360,360,2711
1379,9060dbf2,4572328212,4572780465,78.69375326257178,5747,2254,382,452253,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,864,3,563,563,4232
